"Tilda UID",Brand,SKU,Mark,Category,Title,Description,Text,Photo,Price,Quantity,"Price Old",Editions,Modifications,"External ID","Parent UID",Characteristics:Производитель,Characteristics:Форма,Characteristics:Упаковка,Characteristics:Отжим,"Characteristics:Тип масла",Characteristics:Объем,"Characteristics:Вид колбасы",Characteristics:Сорт,Characteristics:Состав,Characteristics:Фасовка,"Characteristics:Вид кофе","Characteristics:Форма выпуска","Characteristics:Степень обжарки","Characteristics:Степень помола","Characteristics:Тип шоколада","Characteristics:Вид рыбы","Characteristics:Основа паштета",Characteristics:Тип,"Characteristics:Количество в упаковке","Characteristics:Размер чайного листа","Characteristics:Тип специй",Weight,Length,Width,Height,"SEO title","SEO descr","SEO keywords","FB title","FB descr",Url
443188520021,,443188,США,"Снеки;Орехи;Топ товары;HoReCa","Фисташка соленая сырая США","Фисташка соленая США, Калифорния","Фисташки имеют высокую питательную ценность — содержат более 50 процентов жиров, белки, углеводы. Также фисташка богата витаминами группы B, Е, железом, медью, цинком, калием, кальцием, натрием, кремнием, магнием, селеном, фосфором, холином и другими микроэлементами и минералами. <br /><br />Фисташки оказывают антиоксидантное и тонизирующее действие, снижают риск онкологических заболеваний, тормозят процессы старения. Их называют «орехами молодости». Благотворно влияют на сосуды и мозговую деятельность. Особую ценность для костной ткани имеет накапливающийся в орехах кальций. <br /><br />Орехи фисташки обладают противовоспалительным и отхаркивающее действие, укрепляют иммунитет, лечит ЖКТ, укрепляют глазные мышцы, помогают очистить свой организм от шлаков и т.д., <br /><br />Их рекомендуют употреблять при хронической усталости.","https://static.tildacdn.com/tild3735-3063-4437-a332-663834346233/671d516f104507404da3.jpeg https://static.tildacdn.com/tild6161-6563-4834-a261-303636343230/fistashki-4.jpeg",,,,,,yX10mXUsjPOIku9jyhrU,,США,,,,,,,,,,,,,,,,,,,,,0,0,0,0,"Фисташка соленая сырая США","Фисташка соленая сырая США",,"Фисташка соленая сырая США","Фисташка соленая сырая США",https://smartfood.org.ua/snacks/tproduct/320925559-443188520021-fistashka-solenaya-siraya-ssha
701786691381,,701786,,,"Фисташка соленая сырая США / 500- 500",,,,335.00,,,Фасовка:500,,IMJvHX3x1afaH5UxtB6c,443188520021,,,,,,,,,,,,,,,,,,,,,,500,0,0,0,,,,,,https://smartfood.org.ua/snacks/tproduct/320925559-443188520021-fistashka-solenaya-siraya-ssha?editionuid=701786691381
869581234151,,869581,,,"Фисташка соленая сырая США / 1000- 1000",,,,671.00,,,Фасовка:1000,,YvftyYApGYVNPoafH0HG,443188520021,,,,,,,,,,,,,,,,,,,,,,1000,0,0,0,,,,,,https://smartfood.org.ua/snacks/tproduct/320925559-443188520021-fistashka-solenaya-siraya-ssha?editionuid=869581234151
801224298091,,,,Орехи,"Кешью сырой","Кешью сырой натуральный","Орехи кешью славятся не только своими диетическими свойствами.<br /> Это великолепный помощник при весеннем авитаминозе и недостатке железа (анемии) у кормящих матерей и беременных женщин. Кешью обладает также замечательной способностью нормализовать работу сердца - этим орехи обязаны высокому содержанию калия. Калий также благоприятствует улучшению свёртываемости крови, повышает иммунитет и снижает концентрацию холестерина в крови. Хранить орехи кешью, как и любые другие очищенные орехи, желательно в сухом тёмном месте, без доступа воздуха: ему свойственно окислять орех. Орехи кешью считаются одним из самых деликатесных видов орехов, они прекрасно дополняют вкус мясных и овощных блюд. Орехами фаршируют птицу, запекают их в йогурте, используют в качестве гарнира. Кешью можно употреблять как в качестве отдельного блюда, как самостоятельную закуску, так и добавлять в соусы, салаты, первые и вторые блюда, кондитерские изделия. Орехи прекрасно смотрятся в карри и рисовых блюдах.<br /><br /><strong>Состав:</strong><br />Белки 18 г<br />Жиры 44 г<br />Углеводы 30 г<br />Энергетическая ценность 553 ккал","https://static.tildacdn.com/tild6434-6666-4661-a234-663937626463/orekh-keshyu-syroj.jpg https://static.tildacdn.com/tild3739-3861-4531-a664-613662613631/keshu-syroy-69241744.jpg",,,,,,F4ZbFXySJI5LNf42VZbB,,Иран,,,,,,,,,,,,,,,,,,,,,0,0,0,0,"Кешью сырой","Кешью сырой",,"Кешью сырой","Кешью сырой",https://smartfood.org.ua/nuts/tproduct/320926945-801224298091-keshyu-siroi
507790635231,,507790,,,"Кешью сырой / 500- 500",,,,314.00,,,Фасовка:500,,xVbNOgr2FiRTZNC3Dks3,801224298091,,,,,,,,,,,,,,,,,,,,,,500,0,0,0,,,,,,https://smartfood.org.ua/nuts/tproduct/320926945-801224298091-keshyu-siroi?editionuid=507790635231
606332687271,,606332,,,"Кешью сырой / 1000- 1000",,,,615.00,,,Фасовка:1000,,hsp9KzKh0XcM7v6ebgtM,801224298091,,,,,,,,,,,,,,,,,,,,,,1000,0,0,0,,,,,,https://smartfood.org.ua/nuts/tproduct/320926945-801224298091-keshyu-siroi?editionuid=606332687271
645054319621,,,Испания,Орехи,"Миндаль карамель","Миндаль, миндальный орех (Карамель)","Полезные и целебные свойства миндального ореха определяются его уникальным химическим составом. <br /><br />Орех содержит в большом объёме незаменимые жирные кислоты, ненасыщенные жиры, а также витамины группы В и витамин Е. Весьма полезен миндаль и содержанием большого набора минеральных веществ – солей калия, меди, фосфора, железа. Употребление плодов сладкого миндаля ускоряет лечение гастритов, язвенных болезней желудка и двенадцатиперстной кишки. Употребление ядер миндаля в сочетании с сахаром назначают при малокровии, анемии и бессоннице. Регулярное потребление сладкой халвы, изготовленной из миндального ореха, активно восстанавливает организм пациента в послеоперационный период.",https://static.tildacdn.com/tild3530-3235-4465-b836-363234616562/4063245.jpg,,,,,,vmtmvptjD3rC36NatoyV,,Испания,,,,,,,,,,,,,,,,,,,,,0,0,0,0,"Миндаль карамель","Миндаль карамель",,"Миндаль карамель","Миндаль карамель",https://smartfood.org.ua/nuts/tproduct/320926945-645054319621-mindal-karamel
801272361351,,801272,,,"Миндаль карамель / 1кг- 1кг",,,,604.00,,,Фасовка:1кг,,Fs06vLZ5ENnF74sfcuM7,645054319621,,,,,,,,,,,,,,,,,,,,,,1000,0,0,0,,,,,,https://smartfood.org.ua/nuts/tproduct/320926945-645054319621-mindal-karamel?editionuid=801272361351
540090743391,,540090,,,"Миндаль карамель / 500г- 500г",,,,307.00,,,Фасовка:500г,,XP2baF1jvaLjuhBhRK86,645054319621,,,,,,,,,,,,,,,,,,,,,,500,0,0,0,,,,,,https://smartfood.org.ua/nuts/tproduct/320926945-645054319621-mindal-karamel?editionuid=540090743391
155255831411,,351500,Индонезия,Орехи,"Мускатный орех 1 кг.","Мускатный орех/миристика 1 кг.#nbsp;Индонезия","<br />Мускатный орех, высокого качества!<br />Мускатному ореху приписывается противовоспалительное, тонизирующее, анальгетическое и антиспазматическое действие. Пряность стимулирует работу пищеварительного тракта, кровообращение, возбуждает аппетит. Фармакологические свойства На медико-биологические свойства мускатного ореха большое влияние оказывают содержащиеся в нем витамины и минералы, а также наличие в нем эвгенола, метилэвгенола, сафрола, миристицина, элемицина и изоэлемицина.",https://static.tildacdn.com/tild6661-3236-4362-b762-336535336262/16191561.jpg,879.00,,,,,"Брат 1, Брат 2, Брат 3",,Индонезия,,,,,,,,,,,,,,,,,,,,,1000,0,0,0,"Мускатный орех","Мускатный орех",,"Мускатный орех","Мускатный орех",https://smartfood.org.ua/nuts/tproduct/320926945-155255831411-muskatnii-oreh-1-kg
